district,school,students,grades,year,students_required_to_test_ela,students_tested_ela,pct_students_tested_ela,students_below_expectations_ela,students_at_above_expectations_ela,pct_below_expectations_ela,pct_at_above_expectations_ela
RSU 45/MSAD 45,Washburn District High School,All Students,All Grades,2023,22,22,100.00%,7,15,31.80%,68.20%
RSU 45/MSAD 45,Washburn District High School,All Students,All Grades,2024,27,23,85.20%,8,15,34.80%,65.20%
RSU 45/MSAD 45,Washburn District High School,All Students,All Grades,2025,21,18,85.70%,6,12,33.30%,66.70%
RSU 45/MSAD 45,Washburn District High School,All Students,High School,2021,29,23,79.30%,-1,-1,-1.00%,-1.00%
RSU 45/MSAD 45,Washburn District High School,All Students,High School,2022,27,22,81.50%,5,17,22.70%,77.30%
RSU 45/MSAD 45,Washburn District High School,All Students,High School,2023,22,22,100.00%,7,15,31.80%,68.20%
RSU 45/MSAD 45,Washburn District High School,All Students,High School,2024,27,23,85.20%,8,15,34.80%,65.20%
RSU 45/MSAD 45,Washburn District High School,All Students,High School,2025,21,18,85.70%,6,12,33.30%,66.70%
RSU 49/MSAD 49,All Schools,All Students,All Grades,2021,"1,012",872,86.20%,154,718,17.70%,82.30%
RSU 49/MSAD 49,All Schools,All Students,All Grades,2022,980,927,94.60%,181,746,19.50%,80.50%
RSU 49/MSAD 49,All Schools,All Students,All Grades,2023,985,936,95.00%,440,496,47.00%,53.00%
RSU 49/MSAD 49,All Schools,All Students,All Grades,2024,915,880,96.20%,367,513,41.70%,58.30%
RSU 49/MSAD 49,All Schools,All Students,All Grades,2025,929,898,96.70%,396,502,44.10%,55.90%
RSU 49/MSAD 49,All Schools,All Students,3,2021,123,107,87.00%,22,85,20.60%,79.40%
RSU 49/MSAD 49,All Schools,All Students,3,2022,117,115,98.30%,28,87,24.30%,75.70%
RSU 49/MSAD 49,All Schools,All Students,3,2023,135,134,99.30%,69,65,51.50%,48.50%
RSU 49/MSAD 49,All Schools,All Students,3,2024,140,139,99.30%,60,79,43.20%,56.80%
RSU 49/MSAD 49,All Schools,All Students,3,2025,138,137,99.30%,64,73,46.70%,53.30%
RSU 49/MSAD 49,All Schools,All Students,4,2021,150,136,90.70%,30,106,22.10%,77.90%
RSU 49/MSAD 49,All Schools,All Students,4,2022,124,123,99.20%,24,99,19.50%,80.50%
RSU 49/MSAD 49,All Schools,All Students,4,2023,121,121,100.00%,64,57,52.90%,47.10%
RSU 49/MSAD 49,All Schools,All Students,4,2024,130,130,100.00%,60,70,46.20%,53.80%
RSU 49/MSAD 49,All Schools,All Students,4,2025,136,135,99.30%,51,84,37.80%,62.20%
RSU 49/MSAD 49,All Schools,All Students,5,2021,127,112,88.20%,18,94,16.10%,83.90%
RSU 49/MSAD 49,All Schools,All Students,5,2022,149,147,98.70%,38,109,25.90%,74.10%
RSU 49/MSAD 49,All Schools,All Students,5,2023,126,126,100.00%,58,68,46.00%,54.00%
RSU 49/MSAD 49,All Schools,All Students,5,2024,116,114,98.30%,40,74,35.10%,64.90%
RSU 49/MSAD 49,All Schools,All Students,5,2025,126,126,100.00%,47,79,37.30%,62.70%
RSU 49/MSAD 49,All Schools,All Students,6,2021,162,146,90.10%,20,126,13.70%,86.30%
RSU 49/MSAD 49,All Schools,All Students,6,2022,124,122,98.40%,13,109,10.70%,89.30%
RSU 49/MSAD 49,All Schools,All Students,6,2023,152,148,97.40%,53,95,35.80%,64.20%
RSU 49/MSAD 49,All Schools,All Students,6,2024,129,124,96.10%,36,88,29.00%,71.00%
RSU 49/MSAD 49,All Schools,All Students,6,2025,113,112,99.10%,41,71,36.60%,63.40%
RSU 49/MSAD 49,All Schools,All Students,7,2021,142,120,84.50%,23,97,19.20%,80.80%
RSU 49/MSAD 49,All Schools,All Students,7,2022,161,146,90.70%,16,130,11.00%,89.00%
RSU 49/MSAD 49,All Schools,All Students,7,2023,129,124,96.10%,55,69,44.40%,55.60%
RSU 49/MSAD 49,All Schools,All Students,7,2024,147,138,93.90%,54,84,39.10%,60.90%
RSU 49/MSAD 49,All Schools,All Students,7,2025,122,119,97.50%,51,68,42.90%,57.10%
RSU 49/MSAD 49,All Schools,All Students,8,2021,150,121,80.70%,18,103,14.90%,85.10%
RSU 49/MSAD 49,All Schools,All Students,8,2022,142,132,93.00%,29,103,22.00%,78.00%
RSU 49/MSAD 49,All Schools,All Students,8,2023,161,142,88.20%,70,72,49.30%,50.70%
RSU 49/MSAD 49,All Schools,All Students,8,2024,125,118,94.40%,63,55,53.40%,46.60%
RSU 49/MSAD 49,All Schools,All Students,8,2025,144,138,95.80%,79,59,57.20%,42.80%
RSU 49/MSAD 49,All Schools,All Students,High School,2021,145,115,79.30%,15,100,13.00%,87.00%
RSU 49/MSAD 49,All Schools,All Students,High School,2022,152,133,87.50%,26,107,19.50%,80.50%
RSU 49/MSAD 49,All Schools,All Students,High School,2023,153,136,88.90%,66,70,48.50%,51.50%
RSU 49/MSAD 49,All Schools,All Students,High School,2024,123,113,91.90%,51,62,45.10%,54.90%
RSU 49/MSAD 49,All Schools,All Students,High School,2025,146,127,87.00%,61,66,48.00%,52.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,All Grades,2021,49,43,87.80%,8,35,18.60%,81.40%
RSU 49/MSAD 49,Albion Elementary School,All Students,All Grades,2022,42,40,95.20%,10,30,25.00%,75.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,All Grades,2023,40,40,100.00%,10,30,25.00%,75.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,All Grades,2024,44,44,100.00%,17,27,38.60%,61.40%
RSU 49/MSAD 49,Albion Elementary School,All Students,All Grades,2025,51,51,100.00%,20,31,39.20%,60.80%
RSU 49/MSAD 49,Albion Elementary School,All Students,3,2021,6,6,100.00%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,3,2022,10,10,100.00%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,3,2023,14,14,100.00%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,3,2024,14,14,100.00%,7,7,50.00%,50.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,3,2025,17,17,100.00%,8,9,47.10%,52.90%
RSU 49/MSAD 49,Albion Elementary School,All Students,4,2021,15,14,93.30%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,4,2022,6,6,100.00%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,4,2023,10,10,100.00%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,4,2024,13,13,100.00%,5,8,38.50%,61.50%
RSU 49/MSAD 49,Albion Elementary School,All Students,4,2025,12,12,100.00%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,5,2021,12,10,83.30%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,5,2022,14,13,92.90%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,5,2023,6,6,100.00%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,5,2024,10,10,100.00%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,5,2025,11,11,100.00%,5,6,45.50%,54.50%
RSU 49/MSAD 49,Albion Elementary School,All Students,6,2021,16,13,81.30%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,6,2022,12,11,91.70%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,6,2023,10,10,100.00%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,6,2024,7,7,100.00%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Albion Elementary School,All Students,6,2025,11,11,100.00%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Benton Elementary School,All Students,All Grades,2021,393,358,91.10%,59,299,16.50%,83.50%
RSU 49/MSAD 49,Benton Elementary School,All Students,All Grades,2022,348,343,98.60%,69,274,20.10%,79.90%
RSU 49/MSAD 49,Benton Elementary School,All Students,All Grades,2023,357,353,98.90%,170,183,48.20%,51.80%
RSU 49/MSAD 49,Benton Elementary School,All Students,All Grades,2024,347,341,98.30%,113,228,33.10%,66.90%
RSU 49/MSAD 49,Benton Elementary School,All Students,All Grades,2025,346,343,99.10%,129,214,37.60%,62.40%
RSU 49/MSAD 49,Benton Elementary School,All Students,3,2021,86,74,86.00%,11,63,14.90%,85.10%
RSU 49/MSAD 49,Benton Elementary School,All Students,3,2022,72,70,97.20%,17,53,24.30%,75.70%
RSU 49/MSAD 49,Benton Elementary School,All Students,3,2023,85,84,98.80%,46,38,54.80%,45.20%
RSU 49/MSAD 49,Benton Elementary School,All Students,3,2024,94,93,98.90%,32,61,34.40%,65.60%
RSU 49/MSAD 49,Benton Elementary School,All Students,3,2025,90,89,98.90%,40,49,44.90%,55.10%
RSU 49/MSAD 49,Benton Elementary School,All Students,4,2021,99,89,89.90%,20,69,22.50%,77.50%
RSU 49/MSAD 49,Benton Elementary School,All Students,4,2022,82,81,98.80%,14,67,17.30%,82.70%
RSU 49/MSAD 49,Benton Elementary School,All Students,4,2023,78,78,100.00%,41,37,52.60%,47.40%
RSU 49/MSAD 49,Benton Elementary School,All Students,4,2024,84,84,100.00%,37,47,44.00%,56.00%
RSU 49/MSAD 49,Benton Elementary School,All Students,4,2025,94,93,98.90%,29,64,31.20%,68.80%
RSU 49/MSAD 49,Benton Elementary School,All Students,5,2021,95,88,92.60%,13,75,14.80%,85.20%
RSU 49/MSAD 49,Benton Elementary School,All Students,5,2022,101,100,99.00%,29,71,29.00%,71.00%
RSU 49/MSAD 49,Benton Elementary School,All Students,5,2023,88,88,100.00%,40,48,45.50%,54.50%
RSU 49/MSAD 49,Benton Elementary School,All Students,5,2024,79,77,97.50%,26,51,33.80%,66.20%
RSU 49/MSAD 49,Benton Elementary School,All Students,5,2025,86,86,100.00%,29,57,33.70%,66.30%
RSU 49/MSAD 49,Benton Elementary School,All Students,6,2021,112,102,91.10%,14,88,13.70%,86.30%
RSU 49/MSAD 49,Benton Elementary School,All Students,6,2022,93,92,98.90%,9,83,9.80%,90.20%
RSU 49/MSAD 49,Benton Elementary School,All Students,6,2023,106,103,97.20%,43,60,41.70%,58.30%
RSU 49/MSAD 49,Benton Elementary School,All Students,6,2024,90,87,96.70%,18,69,20.70%,79.30%
RSU 49/MSAD 49,Benton Elementary School,All Students,6,2025,76,75,98.70%,31,44,41.30%,58.70%
RSU 49/MSAD 49,Clinton Elementary School,All Students,All Grades,2021,121,105,86.80%,24,81,22.90%,77.10%
RSU 49/MSAD 49,Clinton Elementary School,All Students,All Grades,2022,124,124,100.00%,24,100,19.40%,80.60%
RSU 49/MSAD 49,Clinton Elementary School,All Students,All Grades,2023,137,136,99.30%,64,72,47.10%,52.90%
RSU 49/MSAD 49,Clinton Elementary School,All Students,All Grades,2024,124,122,98.40%,66,56,54.10%,45.90%
RSU 49/MSAD 49,Clinton Elementary School,All Students,All Grades,2025,116,116,100.00%,54,62,46.60%,53.40%
RSU 49/MSAD 49,Clinton Elementary School,All Students,3,2021,31,27,87.10%,10,17,37.00%,63.00%
RSU 49/MSAD 49,Clinton Elementary School,All Students,3,2022,35,35,100.00%,8,27,22.90%,77.10%
RSU 49/MSAD 49,Clinton Elementary School,All Students,3,2023,36,36,100.00%,19,17,52.80%,47.20%
RSU 49/MSAD 49,Clinton Elementary School,All Students,3,2024,32,32,100.00%,21,11,65.60%,34.40%
RSU 49/MSAD 49,Clinton Elementary School,All Students,3,2025,31,31,100.00%,16,15,51.60%,48.40%
RSU 49/MSAD 49,Clinton Elementary School,All Students,4,2021,36,33,91.70%,8,25,24.20%,75.80%
RSU 49/MSAD 49,Clinton Elementary School,All Students,4,2022,36,36,100.00%,7,29,19.40%,80.60%
RSU 49/MSAD 49,Clinton Elementary School,All Students,4,2023,33,33,100.00%,20,13,60.60%,39.40%
RSU 49/MSAD 49,Clinton Elementary School,All Students,4,2024,33,33,100.00%,18,15,54.50%,45.50%
RSU 49/MSAD 49,Clinton Elementary School,All Students,4,2025,30,30,100.00%,18,12,60.00%,40.00%
RSU 49/MSAD 49,Clinton Elementary School,All Students,5,2021,20,14,70.00%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Clinton Elementary School,All Students,5,2022,34,34,100.00%,8,26,23.50%,76.50%
RSU 49/MSAD 49,Clinton Elementary School,All Students,5,2023,32,32,100.00%,16,16,50.00%,50.00%
RSU 49/MSAD 49,Clinton Elementary School,All Students,5,2024,27,27,100.00%,11,16,40.70%,59.30%
RSU 49/MSAD 49,Clinton Elementary School,All Students,5,2025,29,29,100.00%,13,16,44.80%,55.20%
RSU 49/MSAD 49,Clinton Elementary School,All Students,6,2021,34,31,91.20%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Clinton Elementary School,All Students,6,2022,19,19,100.00%,-1,-1,-1.00%,-1.00%
RSU 49/MSAD 49,Clinton Elementary School,All Students,6,2023,36,35,97.20%,9,26,25.70%,74.30%
RSU 49/MSAD 49,Clinton Elementary School,All Students,6,2024,32,30,93.80%,16,14,53.30%,46.70%
RSU 49/MSAD 49,Clinton Elementary School,All Students,6,2025,26,26,100.00%,7,19,26.90%,73.10%
RSU 49/MSAD 49,Lawrence High School,All Students,All Grades,2021,145,115,79.30%,15,100,13.00%,87.00%
RSU 49/MSAD 49,Lawrence High School,All Students,All Grades,2022,152,133,87.50%,26,107,19.50%,80.50%
RSU 49/MSAD 49,Lawrence High School,All Students,All Grades,2023,153,136,88.90%,66,70,48.50%,51.50%
RSU 49/MSAD 49,Lawrence High School,All Students,All Grades,2024,123,113,91.90%,51,62,45.10%,54.90%
RSU 49/MSAD 49,Lawrence High School,All Students,All Grades,2025,146,127,87.00%,61,66,48.00%,52.00%
RSU 49/MSAD 49,Lawrence High School,All Students,High School,2021,145,115,79.30%,15,100,13.00%,87.00%
RSU 49/MSAD 49,Lawrence High School,All Students,High School,2022,152,133,87.50%,26,107,19.50%,80.50%
RSU 49/MSAD 49,Lawrence High School,All Students,High School,2023,153,136,88.90%,66,70,48.50%,51.50%
RSU 49/MSAD 49,Lawrence High School,All Students,High School,2024,123,113,91.90%,51,62,45.10%,54.90%
RSU 49/MSAD 49,Lawrence High School,All Students,High School,2025,146,127,87.00%,61,66,48.00%,52.00%
RSU 49/MSAD 49,Lawrence Jr High School,All Students,All Grades,2021,292,241,82.50%,41,200,17.00%,83.00%
RSU 49/MSAD 49,Lawrence Jr High School,All Students,All Grades,2022,303,278,91.70%,45,233,16.20%,83.80%
RSU 49/MSAD 49,Lawrence Jr High School,All Students,All Grades,2023,290,266,91.70%,125,141,47.00%,53.00%
RSU 49/MSAD 49,Lawrence Jr High School,All Students,All Grades,2024,272,256,94.10%,117,139,45.70%,54.30%
RSU 49/MSAD 49,Lawrence Jr High School,All Students,All Grades,2025,266,257,96.60%,130,127,50.60%,49.40%
RSU 49/MSAD 49,Lawrence Jr High School,All Students,7,2021,142,120,84.50%,23,97,19.20%,80.80%
RSU 49/MSAD 49,Lawrence Jr High School,All Students,7,2022,161,146,90.70%,16,130,11.00%,89.00%
RSU 49/MSAD 49,Lawrence Jr High School,All Students,7,2023,129,124,96.10%,55,69,44.40%,55.60%
RSU 49/MSAD 49,Lawrence Jr High School,All Students,7,2024,147,138,93.90%,54,84,39.10%,60.90%
RSU 49/MSAD 49,Lawrence Jr High School,All Students,7,2025,122,119,97.50%,51,68,42.90%,57.10%
RSU 49/MSAD 49,Lawrence Jr High School,All Students,8,2021,150,121,80.70%,18,103,14.90%,85.10%
RSU 49/MSAD 49,Lawrence Jr High School,All Students,8,2022,142,132,93.00%,29,103,22.00%,78.00%
RSU 49/MSAD 49,Lawrence Jr High School,All Students,8,2023,161,142,88.20%,70,72,49.30%,50.70%
RSU 49/MSAD 49,Lawrence Jr High School,All Students,8,2024,125,118,94.40%,63,55,53.40%,46.60%
RSU 49/MSAD 49,Lawrence Jr High School,All Students,8,2025,144,138,95.80%,79,59,57.20%,42.80%
RSU 50,All Schools,All Students,All Grades,2021,179,172,96.10%,18,154,10.50%,89.50%
RSU 50,All Schools,All Students,All Grades,2022,178,173,97.20%,31,142,17.90%,82.10%
RSU 50,All Schools,All Students,All Grades,2023,181,176,97.20%,62,114,35.20%,64.80%
RSU 50,All Schools,All Students,All Grades,2024,172,172,100.00%,78,94,45.30%,54.70%
RSU 50,All Schools,All Students,All Grades,2025,192,187,97.40%,79,108,42.20%,57.80%
RSU 50,All Schools,All Students,3,2021,30,29,96.70%,5,24,17.20%,82.80%
RSU 50,All Schools,All Students,3,2022,22,21,95.50%,-1,-1,-1.00%,-1.00%
RSU 50,All Schools,All Students,3,2023,23,22,95.70%,8,14,36.40%,63.60%
RSU 50,All Schools,All Students,3,2024,28,28,100.00%,13,15,46.40%,53.60%
RSU 50,All Schools,All Students,3,2025,21,21,100.00%,7,14,33.30%,66.70%
RSU 50,All Schools,All Students,4,2021,21,21,100.00%,-1,-1,-1.00%,-1.00%
RSU 50,All Schools,All Students,4,2022,36,35,97.20%,8,27,22.90%,77.10%
RSU 50,All Schools,All Students,4,2023,23,23,100.00%,5,18,21.70%,78.30%
RSU 50,All Schools,All Students,4,2024,25,25,100.00%,9,16,36.00%,64.00%
RSU 50,All Schools,All Students,4,2025,31,31,100.00%,12,19,38.70%,61.30%
RSU 50,All Schools,All Students,5,2021,16,15,93.80%,-1,-1,-1.00%,-1.00%
RSU 50,All Schools,All Students,5,2022,22,22,100.00%,-1,-1,-1.00%,-1.00%
RSU 50,All Schools,All Students,5,2023,33,32,97.00%,10,22,31.30%,68.80%
RSU 50,All Schools,All Students,5,2024,22,22,100.00%,6,16,27.30%,72.70%
RSU 50,All Schools,All Students,5,2025,25,25,100.00%,13,12,52.00%,48.00%
RSU 50,All Schools,All Students,6,2021,24,22,91.70%,-1,-1,-1.00%,-1.00%
RSU 50,All Schools,All Students,6,2022,20,19,95.00%,-1,-1,-1.00%,-1.00%
RSU 50,All Schools,All Students,6,2023,22,22,100.00%,9,13,40.90%,59.10%
RSU 50,All Schools,All Students,6,2024,31,31,100.00%,10,21,32.30%,67.70%
RSU 50,All Schools,All Students,6,2025,29,29,100.00%,9,20,31.00%,69.00%
RSU 50,All Schools,All Students,7,2021,23,22,95.70%,-1,-1,-1.00%,-1.00%
RSU 50,All Schools,All Students,7,2022,27,27,100.00%,5,22,18.50%,81.50%
RSU 50,All Schools,All Students,7,2023,22,22,100.00%,13,9,59.10%,40.90%
RSU 50,All Schools,All Students,7,2024,21,21,100.00%,8,13,38.10%,61.90%
RSU 50,All Schools,All Students,7,2025,33,32,97.00%,12,20,37.50%,62.50%
RSU 50,All Schools,All Students,8,2021,32,31,96.90%,-1,-1,-1.00%,-1.00%
RSU 50,All Schools,All Students,8,2022,24,23,95.80%,-1,-1,-1.00%,-1.00%
RSU 50,All Schools,All Students,8,2023,28,28,100.00%,12,16,42.90%,57.10%
RSU 50,All Schools,All Students,8,2024,21,21,100.00%,13,8,61.90%,38.10%
RSU 50,All Schools,All Students,8,2025,26,26,100.00%,12,14,46.20%,53.80%
RSU 50,All Schools,All Students,High School,2021,31,28,90.30%,-1,-1,-1.00%,-1.00%
RSU 50,All Schools,All Students,High School,2022,24,23,95.80%,5,18,21.70%,78.30%
RSU 50,All Schools,All Students,High School,2023,28,26,92.90%,5,21,19.20%,80.80%
RSU 50,All Schools,All Students,High School,2024,23,23,100.00%,18,5,78.30%,21.70%
RSU 50,All Schools,All Students,High School,2025,25,23,92.00%,14,9,60.90%,39.10%
RSU 50,So Aroostook School,All Students,All Grades,2021,176,169,96.00%,18,151,10.70%,89.30%
RSU 50,So Aroostook School,All Students,All Grades,2022,175,170,97.10%,31,139,18.20%,81.80%
RSU 50,So Aroostook School,All Students,All Grades,2023,179,175,97.80%,62,113,35.40%,64.60%
RSU 50,So Aroostook School,All Students,All Grades,2024,171,171,100.00%,77,94,45.00%,55.00%
RSU 50,So Aroostook School,All Students,All Grades,2025,190,187,98.40%,79,108,42.20%,57.80%
RSU 50,So Aroostook School,All Students,3,2021,30,29,96.70%,5,24,17.20%,82.80%
RSU 50,So Aroostook School,All Students,3,2022,22,21,95.50%,-1,-1,-1.00%,-1.00%
RSU 50,So Aroostook School,All Students,3,2023,23,22,95.70%,8,14,36.40%,63.60%
RSU 50,So Aroostook School,All Students,3,2024,28,28,100.00%,13,15,46.40%,53.60%
RSU 50,So Aroostook School,All Students,3,2025,21,21,100.00%,7,14,33.30%,66.70%
RSU 50,So Aroostook School,All Students,4,2021,21,21,100.00%,-1,-1,-1.00%,-1.00%
RSU 50,So Aroostook School,All Students,4,2022,36,35,97.20%,8,27,22.90%,77.10%
RSU 50,So Aroostook School,All Students,4,2023,23,23,100.00%,5,18,21.70%,78.30%
RSU 50,So Aroostook School,All Students,4,2024,25,25,100.00%,9,16,36.00%,64.00%
RSU 50,So Aroostook School,All Students,4,2025,31,31,100.00%,12,19,38.70%,61.30%
RSU 50,So Aroostook School,All Students,5,2021,16,15,93.80%,-1,-1,-1.00%,-1.00%
RSU 50,So Aroostook School,All Students,5,2022,22,22,100.00%,-1,-1,-1.00%,-1.00%
RSU 50,So Aroostook School,All Students,5,2023,33,32,97.00%,10,22,31.30%,68.80%
RSU 50,So Aroostook School,All Students,5,2024,22,22,100.00%,6,16,27.30%,72.70%
RSU 50,So Aroostook School,All Students,5,2025,25,25,100.00%,13,12,52.00%,48.00%
RSU 50,So Aroostook School,All Students,6,2021,24,22,91.70%,-1,-1,-1.00%,-1.00%
RSU 50,So Aroostook School,All Students,6,2022,20,19,95.00%,-1,-1,-1.00%,-1.00%
RSU 50,So Aroostook School,All Students,6,2023,22,22,100.00%,9,13,40.90%,59.10%
RSU 50,So Aroostook School,All Students,6,2024,31,31,100.00%,10,21,32.30%,67.70%
RSU 50,So Aroostook School,All Students,6,2025,29,29,100.00%,9,20,31.00%,69.00%
RSU 50,So Aroostook School,All Students,7,2021,23,22,95.70%,-1,-1,-1.00%,-1.00%
RSU 50,So Aroostook School,All Students,7,2022,27,27,100.00%,5,22,18.50%,81.50%
RSU 50,So Aroostook School,All Students,7,2023,22,22,100.00%,13,9,59.10%,40.90%
RSU 50,So Aroostook School,All Students,7,2024,21,21,100.00%,8,13,38.10%,61.90%
RSU 50,So Aroostook School,All Students,7,2025,33,32,97.00%,12,20,37.50%,62.50%
RSU 50,So Aroostook School,All Students,8,2021,32,31,96.90%,-1,-1,-1.00%,-1.00%
RSU 50,So Aroostook School,All Students,8,2022,24,23,95.80%,-1,-1,-1.00%,-1.00%
RSU 50,So Aroostook School,All Students,8,2023,28,28,100.00%,12,16,42.90%,57.10%
RSU 50,So Aroostook School,All Students,8,2024,21,21,100.00%,13,8,61.90%,38.10%
RSU 50,So Aroostook School,All Students,8,2025,26,26,100.00%,12,14,46.20%,53.80%
RSU 50,So Aroostook School,All Students,High School,2021,31,28,90.30%,-1,-1,-1.00%,-1.00%
RSU 50,So Aroostook School,All Students,High School,2022,24,23,95.80%,5,18,21.70%,78.30%
RSU 50,So Aroostook School,All Students,High School,2023,28,26,92.90%,5,21,19.20%,80.80%
RSU 50,So Aroostook School,All Students,High School,2024,23,23,100.00%,18,5,78.30%,21.70%
RSU 50,So Aroostook School,All Students,High School,2025,25,23,92.00%,14,9,60.90%,39.10%
RSU 51/MSAD 51,All Schools,All Students,All Grades,2021,"1,083",904,83.50%,61,843,6.70%,93.30%
RSU 51/MSAD 51,All Schools,All Students,All Grades,2022,"1,083","1,042",96.20%,76,966,7.30%,92.70%
RSU 51/MSAD 51,All Schools,All Students,All Grades,2023,"1,144","1,095",95.70%,198,897,18.10%,81.90%
RSU 51/MSAD 51,All Schools,All Students,All Grades,2024,"1,178","1,156",98.10%,178,978,15.40%,84.60%
RSU 51/MSAD 51,All Schools,All Students,All Grades,2025,"1,238","1,210",97.70%,239,971,19.80%,80.20%
RSU 51/MSAD 51,All Schools,All Students,3,2021,159,145,91.20%,18,127,12.40%,87.60%
RSU 51/MSAD 51,All Schools,All Students,3,2022,149,147,98.70%,7,140,4.80%,95.20%
RSU 51/MSAD 51,All Schools,All Students,3,2023,194,188,96.90%,41,147,21.80%,78.20%
RSU 51/MSAD 51,All Schools,All Students,3,2024,176,172,97.70%,41,131,23.80%,76.20%
RSU 51/MSAD 51,All Schools,All Students,3,2025,193,188,97.40%,53,135,28.20%,71.80%
RSU 51/MSAD 51,All Schools,All Students,4,2021,163,154,94.50%,11,143,7.10%,92.90%
RSU 51/MSAD 51,All Schools,All Students,4,2022,151,149,98.70%,19,130,12.80%,87.20%
RSU 51/MSAD 51,All Schools,All Students,4,2023,163,160,98.20%,32,128,20.00%,80.00%
RSU 51/MSAD 51,All Schools,All Students,4,2024,199,199,100.00%,33,166,16.60%,83.40%
RSU 51/MSAD 51,All Schools,All Students,4,2025,178,175,98.30%,27,148,15.40%,84.60%
RSU 51/MSAD 51,All Schools,All Students,5,2021,140,135,96.40%,9,126,6.70%,93.30%
