district,school,students,grades,year,students_required_to_test_english,students_tested_english,pct_students_tested_english,students_below_expectations_english,students_at_above_expectations_english,pct_below_expectations_english,pct_at_above_expectations_english
Dedham Public Schools,Dedham School,All Students,4,2023,22,22,100.0%,7,15,31.8%,68.2%
Dedham Public Schools,Dedham School,All Students,4,2024,14,14,100.0%,-1,-1,-1.0%,-1.0%
Dedham Public Schools,Dedham School,All Students,4,2025,18,18,100.0%,-1,-1,-1.0%,-1.0%
Dedham Public Schools,Dedham School,All Students,5,2021,14,14,100.0%,0,14,0.0%,100.0%
Dedham Public Schools,Dedham School,All Students,5,2022,12,12,100.0%,0,12,0.0%,100.0%
Dedham Public Schools,Dedham School,All Students,5,2023,14,14,100.0%,-1,-1,-1.0%,-1.0%
Dedham Public Schools,Dedham School,All Students,5,2024,22,22,100.0%,8,14,36.4%,63.6%
Dedham Public Schools,Dedham School,All Students,5,2025,14,14,100.0%,-1,-1,-1.0%,-1.0%
Dedham Public Schools,Dedham School,All Students,6,2021,15,15,100.0%,-1,-1,-1.0%,-1.0%
Dedham Public Schools,Dedham School,All Students,6,2022,15,14,93.3%,0,14,0.0%,100.0%
Dedham Public Schools,Dedham School,All Students,6,2023,14,14,100.0%,0,14,0.0%,100.0%
Dedham Public Schools,Dedham School,All Students,6,2024,15,15,100.0%,-1,-1,-1.0%,-1.0%
Dedham Public Schools,Dedham School,All Students,6,2025,23,23,100.0%,-1,-1,-1.0%,-1.0%
Dedham Public Schools,Dedham School,All Students,7,2021,26,26,100.0%,0,26,0.0%,100.0%
Dedham Public Schools,Dedham School,All Students,7,2022,17,16,94.1%,-1,-1,-1.0%,-1.0%
Dedham Public Schools,Dedham School,All Students,7,2023,14,14,100.0%,-1,-1,-1.0%,-1.0%
Dedham Public Schools,Dedham School,All Students,7,2024,15,15,100.0%,-1,-1,-1.0%,-1.0%
Dedham Public Schools,Dedham School,All Students,7,2025,18,18,100.0%,-1,-1,-1.0%,-1.0%
Dedham Public Schools,Dedham School,All Students,8,2021,19,18,94.7%,-1,-1,-1.0%,-1.0%
Dedham Public Schools,Dedham School,All Students,8,2022,28,27,96.4%,-1,-1,-1.0%,-1.0%
Dedham Public Schools,Dedham School,All Students,8,2023,18,17,94.4%,-1,-1,-1.0%,-1.0%
Dedham Public Schools,Dedham School,All Students,8,2024,14,14,100.0%,0,14,0.0%,100.0%
Dedham Public Schools,Dedham School,All Students,8,2025,16,16,100.0%,-1,-1,-1.0%,-1.0%
Deer Isle-Stonington CSD,All Schools,All Students,All Grades,2021,158,154,97.5%,31,123,20.1%,79.9%
Deer Isle-Stonington CSD,All Schools,All Students,All Grades,2022,165,157,95.2%,32,125,20.4%,79.6%
Deer Isle-Stonington CSD,All Schools,All Students,All Grades,2023,179,176,98.3%,73,103,41.5%,58.5%
Deer Isle-Stonington CSD,All Schools,All Students,All Grades,2024,182,176,96.7%,89,87,50.6%,49.4%
Deer Isle-Stonington CSD,All Schools,All Students,All Grades,2025,177,175,98.9%,79,96,45.1%,54.9%
Deer Isle-Stonington CSD,All Schools,All Students,3,2021,24,24,100.0%,8,16,33.3%,66.7%
Deer Isle-Stonington CSD,All Schools,All Students,3,2022,29,28,96.6%,8,20,28.6%,71.4%
Deer Isle-Stonington CSD,All Schools,All Students,3,2023,26,26,100.0%,16,10,61.5%,38.5%
Deer Isle-Stonington CSD,All Schools,All Students,3,2024,23,22,95.7%,15,7,68.2%,31.8%
Deer Isle-Stonington CSD,All Schools,All Students,3,2025,26,26,100.0%,11,15,42.3%,57.7%
Deer Isle-Stonington CSD,All Schools,All Students,4,2021,27,26,96.3%,-1,-1,-1.0%,-1.0%
Deer Isle-Stonington CSD,All Schools,All Students,4,2022,23,23,100.0%,-1,-1,-1.0%,-1.0%
Deer Isle-Stonington CSD,All Schools,All Students,4,2023,28,28,100.0%,8,20,28.6%,71.4%
Deer Isle-Stonington CSD,All Schools,All Students,4,2024,27,26,96.3%,19,7,73.1%,26.9%
Deer Isle-Stonington CSD,All Schools,All Students,4,2025,25,25,100.0%,16,9,64.0%,36.0%
Deer Isle-Stonington CSD,All Schools,All Students,5,2021,25,25,100.0%,6,19,24.0%,76.0%
Deer Isle-Stonington CSD,All Schools,All Students,5,2022,27,27,100.0%,-1,-1,-1.0%,-1.0%
Deer Isle-Stonington CSD,All Schools,All Students,5,2023,25,25,100.0%,13,12,52.0%,48.0%
Deer Isle-Stonington CSD,All Schools,All Students,5,2024,30,30,100.0%,9,21,30.0%,70.0%
Deer Isle-Stonington CSD,All Schools,All Students,5,2025,23,23,100.0%,11,12,47.8%,52.2%
Deer Isle-Stonington CSD,All Schools,All Students,6,2021,17,17,100.0%,6,11,35.3%,64.7%
Deer Isle-Stonington CSD,All Schools,All Students,6,2022,23,22,95.7%,5,17,22.7%,77.3%
Deer Isle-Stonington CSD,All Schools,All Students,6,2023,29,28,96.6%,6,22,21.4%,78.6%
Deer Isle-Stonington CSD,All Schools,All Students,6,2024,25,25,100.0%,15,10,60.0%,40.0%
Deer Isle-Stonington CSD,All Schools,All Students,6,2025,27,27,100.0%,10,17,37.0%,63.0%
Deer Isle-Stonington CSD,All Schools,All Students,7,2021,28,28,100.0%,-1,-1,-1.0%,-1.0%
Deer Isle-Stonington CSD,All Schools,All Students,7,2022,20,20,100.0%,-1,-1,-1.0%,-1.0%
Deer Isle-Stonington CSD,All Schools,All Students,7,2023,26,26,100.0%,10,16,38.5%,61.5%
Deer Isle-Stonington CSD,All Schools,All Students,7,2024,26,24,92.3%,6,18,25.0%,75.0%
Deer Isle-Stonington CSD,All Schools,All Students,7,2025,29,29,100.0%,16,13,55.2%,44.8%
Deer Isle-Stonington CSD,All Schools,All Students,8,2021,18,18,100.0%,-1,-1,-1.0%,-1.0%
Deer Isle-Stonington CSD,All Schools,All Students,8,2022,25,23,92.0%,6,17,26.1%,73.9%
Deer Isle-Stonington CSD,All Schools,All Students,8,2023,22,22,100.0%,10,12,45.5%,54.5%
Deer Isle-Stonington CSD,All Schools,All Students,8,2024,26,26,100.0%,14,12,53.8%,46.2%
Deer Isle-Stonington CSD,All Schools,All Students,8,2025,27,25,92.6%,5,20,20.0%,80.0%
Deer Isle-Stonington CSD,All Schools,All Students,High School,2021,21,18,85.7%,-1,-1,-1.0%,-1.0%
Deer Isle-Stonington CSD,All Schools,All Students,High School,2022,20,16,80.0%,-1,-1,-1.0%,-1.0%
Deer Isle-Stonington CSD,All Schools,All Students,High School,2023,23,23,100.0%,10,13,43.5%,56.5%
Deer Isle-Stonington CSD,All Schools,All Students,High School,2024,25,23,92.0%,10,13,43.5%,56.5%
Deer Isle-Stonington CSD,All Schools,All Students,High School,2025,21,21,100.0%,9,12,42.9%,57.1%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,All Grades,2021,121,120,99.2%,28,92,23.3%,76.7%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,All Grades,2022,122,120,98.4%,25,95,20.8%,79.2%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,All Grades,2023,134,133,99.3%,53,80,39.8%,60.2%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,All Grades,2024,157,153,97.5%,78,75,51.0%,49.0%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,All Grades,2025,157,155,98.7%,69,86,44.5%,55.5%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,3,2021,24,24,100.0%,8,16,33.3%,66.7%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,3,2022,29,28,96.6%,8,20,28.6%,71.4%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,3,2023,26,26,100.0%,16,10,61.5%,38.5%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,3,2024,23,22,95.7%,15,7,68.2%,31.8%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,3,2025,26,26,100.0%,11,15,42.3%,57.7%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,4,2021,27,26,96.3%,-1,-1,-1.0%,-1.0%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,4,2022,23,23,100.0%,-1,-1,-1.0%,-1.0%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,4,2023,28,28,100.0%,8,20,28.6%,71.4%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,4,2024,27,26,96.3%,19,7,73.1%,26.9%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,4,2025,25,25,100.0%,16,9,64.0%,36.0%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,5,2021,25,25,100.0%,6,19,24.0%,76.0%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,5,2022,27,27,100.0%,-1,-1,-1.0%,-1.0%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,5,2023,25,25,100.0%,13,12,52.0%,48.0%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,5,2024,30,30,100.0%,9,21,30.0%,70.0%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,5,2025,23,23,100.0%,11,12,47.8%,52.2%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,6,2021,17,17,100.0%,6,11,35.3%,64.7%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,6,2022,23,22,95.7%,5,17,22.7%,77.3%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,6,2023,29,28,96.6%,6,22,21.4%,78.6%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,6,2024,25,25,100.0%,15,10,60.0%,40.0%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,6,2025,27,27,100.0%,10,17,37.0%,63.0%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,7,2021,28,28,100.0%,-1,-1,-1.0%,-1.0%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,7,2022,20,20,100.0%,-1,-1,-1.0%,-1.0%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,7,2023,26,26,100.0%,10,16,38.5%,61.5%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,7,2024,26,24,92.3%,6,18,25.0%,75.0%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,7,2025,29,29,100.0%,16,13,55.2%,44.8%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,8,2024,26,26,100.0%,14,12,53.8%,46.2%
Deer Isle-Stonington CSD,Deer Isle-Stonington Elementary Sch,All Students,8,2025,27,25,92.6%,5,20,20.0%,80.0%
Deer Isle-Stonington CSD,Deer Isle-Stonington High Sch,All Students,All Grades,2021,40,36,90.0%,5,31,13.9%,86.1%
Deer Isle-Stonington CSD,Deer Isle-Stonington High Sch,All Students,All Grades,2022,45,39,86.7%,9,30,23.1%,76.9%
Deer Isle-Stonington CSD,Deer Isle-Stonington High Sch,All Students,All Grades,2023,45,45,100.0%,20,25,44.4%,55.6%
Deer Isle-Stonington CSD,Deer Isle-Stonington High Sch,All Students,All Grades,2024,25,23,92.0%,10,13,43.5%,56.5%
Deer Isle-Stonington CSD,Deer Isle-Stonington High Sch,All Students,All Grades,2025,21,21,100.0%,9,12,42.9%,57.1%
Deer Isle-Stonington CSD,Deer Isle-Stonington High Sch,All Students,8,2021,18,18,100.0%,-1,-1,-1.0%,-1.0%
Deer Isle-Stonington CSD,Deer Isle-Stonington High Sch,All Students,8,2022,25,23,92.0%,6,17,26.1%,73.9%
Deer Isle-Stonington CSD,Deer Isle-Stonington High Sch,All Students,8,2023,22,22,100.0%,10,12,45.5%,54.5%
Deer Isle-Stonington CSD,Deer Isle-Stonington High Sch,All Students,High School,2021,21,18,85.7%,-1,-1,-1.0%,-1.0%
Deer Isle-Stonington CSD,Deer Isle-Stonington High Sch,All Students,High School,2022,20,16,80.0%,-1,-1,-1.0%,-1.0%
Deer Isle-Stonington CSD,Deer Isle-Stonington High Sch,All Students,High School,2023,23,23,100.0%,10,13,43.5%,56.5%
Deer Isle-Stonington CSD,Deer Isle-Stonington High Sch,All Students,High School,2024,25,23,92.0%,10,13,43.5%,56.5%
Deer Isle-Stonington CSD,Deer Isle-Stonington High Sch,All Students,High School,2025,21,21,100.0%,9,12,42.9%,57.1%
Dennistown Plt Public Schools,All Schools,All Students,All Grades,2021,4,4,100.0%,-1,-1,-1.0%,-1.0%
Dennistown Plt Public Schools,All Schools,All Students,All Grades,2022,4,4,100.0%,-1,-1,-1.0%,-1.0%
Dennistown Plt Public Schools,All Schools,All Students,All Grades,2023,7,7,100.0%,-1,-1,-1.0%,-1.0%
Dennistown Plt Public Schools,All Schools,All Students,All Grades,2024,7,7,100.0%,-1,-1,-1.0%,-1.0%
Dennistown Plt Public Schools,All Schools,All Students,All Grades,2025,5,5,100.0%,-1,-1,-1.0%,-1.0%
Dennysville Public Schools,All Schools,All Students,All Grades,2021,17,16,94.1%,-1,-1,-1.0%,-1.0%
Dennysville Public Schools,All Schools,All Students,All Grades,2022,14,12,85.7%,-1,-1,-1.0%,-1.0%
Dennysville Public Schools,All Schools,All Students,All Grades,2023,18,11,61.1%,5,6,45.5%,54.5%
Dennysville Public Schools,All Schools,All Students,All Grades,2024,17,17,100.0%,7,10,41.2%,58.8%
Dennysville Public Schools,All Schools,All Students,All Grades,2025,17,17,100.0%,-1,-1,-1.0%,-1.0%
Drew Plt Public Schools,All Schools,All Students,All Grades,2021,6,5,83.3%,-1,-1,-1.0%,-1.0%
Drew Plt Public Schools,All Schools,All Students,All Grades,2022,2,2,100.0%,-1,-1,-1.0%,-1.0%
Drew Plt Public Schools,All Schools,All Students,All Grades,2023,1,1,100.0%,-1,-1,-1.0%,-1.0%
Eagle Lake Public Schools,All Schools,All Students,All Grades,2021,38,37,97.4%,-1,-1,-1.0%,-1.0%
Eagle Lake Public Schools,All Schools,All Students,All Grades,2022,41,40,97.6%,7,33,17.5%,82.5%
Eagle Lake Public Schools,All Schools,All Students,All Grades,2023,33,33,100.0%,15,18,45.5%,54.5%
Eagle Lake Public Schools,All Schools,All Students,All Grades,2024,31,31,100.0%,12,19,38.7%,61.3%
Eagle Lake Public Schools,All Schools,All Students,All Grades,2025,36,31,86.1%,15,16,48.4%,51.6%
East Machias Public Schools,All Schools,All Students,All Grades,2021,102,87,85.3%,10,77,11.5%,88.5%
East Machias Public Schools,All Schools,All Students,All Grades,2022,112,6,5.4%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,All Schools,All Students,All Grades,2023,128,107,83.6%,37,70,34.6%,65.4%
East Machias Public Schools,All Schools,All Students,All Grades,2024,120,118,98.3%,40,78,33.9%,66.1%
East Machias Public Schools,All Schools,All Students,All Grades,2025,114,111,97.4%,42,69,37.8%,62.2%
East Machias Public Schools,All Schools,All Students,3,2021,14,1,7.1%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,All Schools,All Students,3,2022,15,0,0.0%,0,0,0.0%,0.0%
East Machias Public Schools,All Schools,All Students,3,2023,16,16,100.0%,5,11,31.3%,68.8%
East Machias Public Schools,All Schools,All Students,3,2024,18,18,100.0%,9,9,50.0%,50.0%
East Machias Public Schools,All Schools,All Students,3,2025,21,21,100.0%,5,16,23.8%,76.2%
East Machias Public Schools,All Schools,All Students,4,2021,14,1,7.1%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,All Schools,All Students,4,2022,15,0,0.0%,0,0,0.0%,0.0%
East Machias Public Schools,All Schools,All Students,4,2023,18,18,100.0%,6,12,33.3%,66.7%
East Machias Public Schools,All Schools,All Students,4,2024,18,17,94.4%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,All Schools,All Students,4,2025,18,18,100.0%,7,11,38.9%,61.1%
East Machias Public Schools,All Schools,All Students,5,2021,19,1,5.3%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,All Schools,All Students,5,2022,16,1,6.3%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,All Schools,All Students,5,2023,17,17,100.0%,5,12,29.4%,70.6%
East Machias Public Schools,All Schools,All Students,5,2024,18,18,100.0%,5,13,27.8%,72.2%
East Machias Public Schools,All Schools,All Students,5,2025,18,17,94.4%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,All Schools,All Students,6,2021,17,13,76.5%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,All Schools,All Students,6,2022,23,0,0.0%,0,0,0.0%,0.0%
East Machias Public Schools,All Schools,All Students,6,2023,20,20,100.0%,6,14,30.0%,70.0%
East Machias Public Schools,All Schools,All Students,6,2024,20,20,100.0%,6,14,30.0%,70.0%
East Machias Public Schools,All Schools,All Students,6,2025,20,20,100.0%,10,10,50.0%,50.0%
East Machias Public Schools,All Schools,All Students,7,2021,17,15,88.2%,0,15,0.0%,100.0%
East Machias Public Schools,All Schools,All Students,7,2022,15,2,13.3%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,All Schools,All Students,7,2023,24,22,91.7%,8,14,36.4%,63.6%
East Machias Public Schools,All Schools,All Students,7,2024,16,16,100.0%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,All Schools,All Students,7,2025,21,21,100.0%,7,14,33.3%,66.7%
East Machias Public Schools,All Schools,All Students,8,2021,20,19,95.0%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,All Schools,All Students,8,2022,19,1,5.3%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,All Schools,All Students,8,2023,18,16,88.9%,6,10,37.5%,62.5%
East Machias Public Schools,All Schools,All Students,8,2024,29,28,96.6%,8,20,28.6%,71.4%
East Machias Public Schools,All Schools,All Students,8,2025,17,17,100.0%,8,9,47.1%,52.9%
East Machias Public Schools,Elm Street School-East Machias,All Students,All Grades,2021,101,90,89.1%,8,82,8.9%,91.1%
East Machias Public Schools,Elm Street School-East Machias,All Students,All Grades,2022,103,4,3.9%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,All Grades,2023,113,109,96.5%,36,73,33.0%,67.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,All Grades,2024,119,117,98.3%,36,81,30.8%,69.2%
East Machias Public Schools,Elm Street School-East Machias,All Students,All Grades,2025,115,114,99.1%,39,75,34.2%,65.8%
East Machias Public Schools,Elm Street School-East Machias,All Students,3,2021,14,1,7.1%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,3,2022,15,0,0.0%,0,0,0.0%,0.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,3,2023,16,16,100.0%,5,11,31.3%,68.8%
East Machias Public Schools,Elm Street School-East Machias,All Students,3,2024,18,18,100.0%,9,9,50.0%,50.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,3,2025,21,21,100.0%,5,16,23.8%,76.2%
East Machias Public Schools,Elm Street School-East Machias,All Students,4,2021,14,1,7.1%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,4,2022,15,0,0.0%,0,0,0.0%,0.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,4,2023,18,18,100.0%,6,12,33.3%,66.7%
East Machias Public Schools,Elm Street School-East Machias,All Students,4,2024,18,17,94.4%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,4,2025,18,18,100.0%,7,11,38.9%,61.1%
East Machias Public Schools,Elm Street School-East Machias,All Students,5,2021,19,1,5.3%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,5,2022,16,1,6.3%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,5,2023,17,17,100.0%,5,12,29.4%,70.6%
East Machias Public Schools,Elm Street School-East Machias,All Students,5,2024,18,18,100.0%,5,13,27.8%,72.2%
East Machias Public Schools,Elm Street School-East Machias,All Students,5,2025,18,17,94.4%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,6,2021,17,13,76.5%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,6,2022,23,0,0.0%,0,0,0.0%,0.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,6,2023,20,20,100.0%,6,14,30.0%,70.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,6,2024,20,20,100.0%,6,14,30.0%,70.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,6,2025,20,20,100.0%,10,10,50.0%,50.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,7,2021,17,15,88.2%,0,15,0.0%,100.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,7,2022,15,2,13.3%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,7,2023,24,22,91.7%,8,14,36.4%,63.6%
East Machias Public Schools,Elm Street School-East Machias,All Students,7,2024,16,16,100.0%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,7,2025,21,21,100.0%,7,14,33.3%,66.7%
East Machias Public Schools,Elm Street School-East Machias,All Students,8,2021,20,19,95.0%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,8,2022,19,1,5.3%,-1,-1,-1.0%,-1.0%
East Machias Public Schools,Elm Street School-East Machias,All Students,8,2023,18,16,88.9%,6,10,37.5%,62.5%
East Machias Public Schools,Elm Street School-East Machias,All Students,8,2024,29,28,96.6%,8,20,28.6%,71.4%
East Machias Public Schools,Elm Street School-East Machias,All Students,8,2025,17,17,100.0%,8,9,47.1%,52.9%
East Millinocket Public Schools,All Schools,All Students,All Grades,2021,86,81,94.2%,22,59,27.2%,72.8%
East Millinocket Public Schools,All Schools,All Students,All Grades,2022,86,85,98.8%,22,63,25.9%,74.1%
East Millinocket Public Schools,All Schools,All Students,All Grades,2023,104,104,100.0%,43,61,41.3%,58.7%
East Millinocket Public Schools,All Schools,All Students,All Grades,2024,105,105,100.0%,43,62,41.0%,59.0%
East Millinocket Public Schools,All Schools,All Students,All Grades,2025,107,107,100.0%,36,71,33.6%,66.4%
East Millinocket Public Schools,All Schools,All Students,3,2021,27,24,88.9%,6,18,25.0%,75.0%
East Millinocket Public Schools,All Schools,All Students,3,2022,25,24,96.0%,6,18,25.0%,75.0%
