district,district_id,school_name,school_id,year,number
Brooklin Public Schools,90,Brooklin School,91,2023-2024,3
Brooklin Public Schools,90,Brooklin School,91,2022-2023,0
Brooklin Public Schools,90,Brooklin School,91,2021-2022,0
Brooklin Public Schools,90,Brooklin School,91,2020-2021,0
Brooklin Public Schools,90,Brooklin School,91,2018-2019,0
Brooklin Public Schools,90,Brooklin School,91,2017-2018,0
Brooksville Public Schools,92,All Schools,  ,2023-2024,0
Brooksville Public Schools,92,All Schools,  ,2022-2023,0
Brooksville Public Schools,92,All Schools,  ,2021-2022,0
Brooksville Public Schools,92,All Schools,  ,2020-2021,0
Brooksville Public Schools,92,All Schools,  ,2018-2019,0
Brooksville Public Schools,92,All Schools,  ,2017-2018,0
Brooksville Public Schools,92,Brooksville Elementary School,93,2023-2024,0
Brooksville Public Schools,92,Brooksville Elementary School,93,2022-2023,0
Brooksville Public Schools,92,Brooksville Elementary School,93,2021-2022,0
Brooksville Public Schools,92,Brooksville Elementary School,93,2020-2021,0
Brooksville Public Schools,92,Brooksville Elementary School,93,2018-2019,0
Brooksville Public Schools,92,Brooksville Elementary School,93,2017-2018,0
Brunswick Public Schools,94,All Schools,  ,2023-2024,1
Brunswick Public Schools,94,All Schools,  ,2022-2023,12
Brunswick Public Schools,94,All Schools,  ,2021-2022,4
Brunswick Public Schools,94,All Schools,  ,2020-2021,0
Brunswick Public Schools,94,All Schools,  ,2018-2019,1
Brunswick Public Schools,94,All Schools,  ,2017-2018,0
Brunswick Public Schools,94,Brunswick High School,100,2023-2024,0
Brunswick Public Schools,94,Brunswick High School,100,2022-2023,2
Brunswick Public Schools,94,Brunswick High School,100,2021-2022,0
Brunswick Public Schools,94,Brunswick High School,100,2020-2021,0
Brunswick Public Schools,94,Brunswick High School,100,2018-2019,0
Brunswick Public Schools,94,Brunswick High School,100,2017-2018,0
Brunswick Public Schools,94,Brunswick Jr High School,99,2023-2024,1
Brunswick Public Schools,94,Brunswick Jr High School,99,2022-2023,3
Brunswick Public Schools,94,Brunswick Jr High School,99,2021-2022,2
Brunswick Public Schools,94,Brunswick Jr High School,99,2020-2021,0
Brunswick Public Schools,94,Brunswick Jr High School,99,2018-2019,1
Brunswick Public Schools,94,Brunswick Jr High School,99,2017-2018,0
Brunswick Public Schools,94,Coffin School,95,2018-2019,0
Brunswick Public Schools,94,Coffin School,95,2017-2018,0
Brunswick Public Schools,94,Harriet Beecher Stowe Elementary,101,2023-2024,0
Brunswick Public Schools,94,Harriet Beecher Stowe Elementary,101,2022-2023,7
Brunswick Public Schools,94,Harriet Beecher Stowe Elementary,101,2021-2022,2
Brunswick Public Schools,94,Harriet Beecher Stowe Elementary,101,2020-2021,0
Brunswick Public Schools,94,Harriet Beecher Stowe Elementary,101,2018-2019,0
Brunswick Public Schools,94,Harriet Beecher Stowe Elementary,101,2017-2018,0
Brunswick Public Schools,94,Kate Furbish Elementary School,95,2023-2024,0
Brunswick Public Schools,94,Kate Furbish Elementary School,95,2022-2023,0
Brunswick Public Schools,94,Kate Furbish Elementary School,95,2021-2022,0
Brunswick Public Schools,94,Kate Furbish Elementary School,95,2020-2021,0
Burlington Public Schools,1824,All Schools,  ,2023-2024,0
Burlington Public Schools,1824,All Schools,  ,2022-2023,0
Burlington Public Schools,1824,All Schools,  ,2021-2022,0
Burlington Public Schools,1824,All Schools,  ,2020-2021,0
Burlington Public Schools,1824,All Schools,  ,2019-2020,0
Burlington Public Schools,1824,All Schools,  ,2018-2019,0
Burlington Public Schools,1824,All Schools,  ,2017-2018,0
Byron Public Schools,1825,All Schools,  ,2023-2024,0
Byron Public Schools,1825,All Schools,  ,2022-2023,0
Byron Public Schools,1825,All Schools,  ,2021-2022,0
Byron Public Schools,1825,All Schools,  ,2020-2021,0
Byron Public Schools,1825,All Schools,  ,2019-2020,0
Byron Public Schools,1825,All Schools,  ,2018-2019,0
Byron Public Schools,1825,All Schools,  ,2017-2018,0
Calais Public Schools,108,All Schools,  ,2023-2024,0
Calais Public Schools,108,All Schools,  ,2022-2023,0
Calais Public Schools,108,All Schools,  ,2021-2022,0
Calais Public Schools,108,All Schools,  ,2020-2021,0
Calais Public Schools,108,All Schools,  ,2018-2019,0
Calais Public Schools,108,All Schools,  ,2017-2018,0
Calais Public Schools,108,Calais Elementary School,109,2023-2024,0
Calais Public Schools,108,Calais Elementary School,109,2022-2023,0
Calais Public Schools,108,Calais Elementary School,109,2021-2022,0
Calais Public Schools,108,Calais Elementary School,109,2020-2021,0
Calais Public Schools,108,Calais Elementary School,109,2019-2020,0
Calais Public Schools,108,Calais Elementary School,109,2018-2019,0
Calais Public Schools,108,Calais Elementary School,109,2017-2018,0
Calais Public Schools,108,Calais Middle/High School,111,2023-2024,0
Calais Public Schools,108,Calais Middle/High School,111,2022-2023,0
Calais Public Schools,108,Calais Middle/High School,111,2021-2022,0
Calais Public Schools,108,Calais Middle/High School,111,2020-2021,0
Calais Public Schools,108,Calais Middle/High School,111,2019-2020,0
Calais Public Schools,108,Calais Middle/High School,111,2018-2019,0
Calais Public Schools,108,Calais Middle/High School,111,2017-2018,0
Cape Elizabeth Public Schools,113,All Schools,  ,2023-2024,0
Cape Elizabeth Public Schools,113,All Schools,  ,2022-2023,0
Cape Elizabeth Public Schools,113,All Schools,  ,2021-2022,0
Cape Elizabeth Public Schools,113,All Schools,  ,2020-2021,0
Cape Elizabeth Public Schools,113,All Schools,  ,2018-2019,1
Cape Elizabeth Public Schools,113,All Schools,  ,2017-2018,0
Cape Elizabeth Public Schools,113,Cape Elizabeth High School,116,2023-2024,0
Cape Elizabeth Public Schools,113,Cape Elizabeth High School,116,2022-2023,0
Cape Elizabeth Public Schools,113,Cape Elizabeth High School,116,2021-2022,0
Cape Elizabeth Public Schools,113,Cape Elizabeth High School,116,2020-2021,0
Cape Elizabeth Public Schools,113,Cape Elizabeth High School,116,2018-2019,0
Cape Elizabeth Public Schools,113,Cape Elizabeth High School,116,2017-2018,0
Cape Elizabeth Public Schools,113,Cape Elizabeth Middle School,115,2023-2024,0
Cape Elizabeth Public Schools,113,Cape Elizabeth Middle School,115,2022-2023,0
Cape Elizabeth Public Schools,113,Cape Elizabeth Middle School,115,2021-2022,0
Cape Elizabeth Public Schools,113,Cape Elizabeth Middle School,115,2020-2021,0
Cape Elizabeth Public Schools,113,Cape Elizabeth Middle School,115,2018-2019,1
Cape Elizabeth Public Schools,113,Cape Elizabeth Middle School,115,2017-2018,0
Cape Elizabeth Public Schools,113,Pond Cove Elementary,114,2023-2024,0
Cape Elizabeth Public Schools,113,Pond Cove Elementary,114,2022-2023,0
Cape Elizabeth Public Schools,113,Pond Cove Elementary,114,2021-2022,0
Cape Elizabeth Public Schools,113,Pond Cove Elementary,114,2020-2021,0
Cape Elizabeth Public Schools,113,Pond Cove Elementary,114,2018-2019,0
Cape Elizabeth Public Schools,113,Pond Cove Elementary,114,2017-2018,0
Caratunk Public Schools,1402,All Schools,  ,2023-2024,0
Caratunk Public Schools,1402,All Schools,  ,2022-2023,0
Caratunk Public Schools,1402,All Schools,  ,2021-2022,0
Caratunk Public Schools,1402,All Schools,  ,2020-2021,0
Caratunk Public Schools,1402,All Schools,  ,2018-2019,0
Caratunk Public Schools,1402,All Schools,  ,2017-2018,0
Carrabassett Valley Public Schools,549,All Schools,  ,2023-2024,0
Carrabassett Valley Public Schools,549,All Schools,  ,2022-2023,0
Carrabassett Valley Public Schools,549,All Schools,  ,2021-2022,0
Carrabassett Valley Public Schools,549,All Schools,  ,2020-2021,0
Carrabassett Valley Public Schools,549,All Schools,  ,2019-2020,0
Carrabassett Valley Public Schools,549,All Schools,  ,2018-2019,0
Carrabassett Valley Public Schools,549,All Schools,  ,2017-2018,0
Carroll Plt Public Schools,124,All Schools,  ,2023-2024,0
Carroll Plt Public Schools,124,All Schools,  ,2022-2023,0
Carroll Plt Public Schools,124,All Schools,  ,2021-2022,0
Carroll Plt Public Schools,124,All Schools,  ,2020-2021,0
Carroll Plt Public Schools,124,All Schools,  ,2018-2019,0
Carroll Plt Public Schools,124,All Schools,  ,2017-2018,0
Cary Plantation,1764,All Schools,  ,2018-2019,0
Cary Plantation,1764,All Schools,  ,2017-2018,0
Castine Public Schools,125,Adams School,126,2023-2024,0
Castine Public Schools,125,Adams School,126,2022-2023,0
Castine Public Schools,125,Adams School,126,2021-2022,0
Castine Public Schools,125,Adams School,126,2020-2021,0
Castine Public Schools,125,Adams School,126,2018-2019,0
Castine Public Schools,125,Adams School,126,2017-2018,0
Caswell Public Schools,127,All Schools,  ,2023-2024,0
Caswell Public Schools,127,All Schools,  ,2022-2023,0
Caswell Public Schools,127,All Schools,  ,2021-2022,0
Caswell Public Schools,127,All Schools,  ,2020-2021,0
Caswell Public Schools,127,All Schools,  ,2019-2020,0
Caswell Public Schools,127,All Schools,  ,2018-2019,0
Caswell Public Schools,127,All Schools,  ,2017-2018,0
Caswell Public Schools,127,Dawn F Barnes Elementary Sch,128,2023-2024,0
Caswell Public Schools,127,Dawn F Barnes Elementary Sch,128,2022-2023,0
Caswell Public Schools,127,Dawn F Barnes Elementary Sch,128,2021-2022,0
Caswell Public Schools,127,Dawn F Barnes Elementary Sch,128,2020-2021,0
Caswell Public Schools,127,Dawn F Barnes Elementary Sch,128,2018-2019,0
Caswell Public Schools,127,Dawn F Barnes Elementary Sch,128,2017-2018,0
Charlotte Public Schools,130,All Schools,  ,2023-2024,0
Charlotte Public Schools,130,All Schools,  ,2022-2023,0
Charlotte Public Schools,130,All Schools,  ,2021-2022,0
Charlotte Public Schools,130,All Schools,  ,2020-2021,0
Charlotte Public Schools,130,All Schools,  ,2018-2019,0
Charlotte Public Schools,130,All Schools,  ,2017-2018,0
Charlotte Public Schools,130,Charlotte Elementary School,131,2023-2024,0
Charlotte Public Schools,130,Charlotte Elementary School,131,2022-2023,0
Charlotte Public Schools,130,Charlotte Elementary School,131,2021-2022,0
Charlotte Public Schools,130,Charlotte Elementary School,131,2020-2021,0
Charlotte Public Schools,130,Charlotte Elementary School,131,2018-2019,0
Charlotte Public Schools,130,Charlotte Elementary School,131,2017-2018,0
Chebeague Island Public Schools,1433,All Schools,  ,2023-2024,0
Chebeague Island Public Schools,1433,All Schools,  ,2022-2023,0
Chebeague Island Public Schools,1433,All Schools,  ,2021-2022,0
Chebeague Island Public Schools,1433,All Schools,  ,2020-2021,0
Chebeague Island Public Schools,1433,All Schools,  ,2018-2019,0
Chebeague Island Public Schools,1433,All Schools,  ,2017-2018,0
Chebeague Island Public Schools,1433,Chebeague Island School,842,2023-2024,0
Chebeague Island Public Schools,1433,Chebeague Island School,842,2022-2023,0
Chebeague Island Public Schools,1433,Chebeague Island School,842,2021-2022,0
Chebeague Island Public Schools,1433,Chebeague Island School,842,2020-2021,0
Chebeague Island Public Schools,1433,Chebeague Island School,842,2018-2019,0
Chebeague Island Public Schools,1433,Chebeague Island School,842,2017-2018,0
Cherryfield Public Schools,1628,All Schools,  ,2023-2024,0
Cherryfield Public Schools,1628,All Schools,  ,2022-2023,0
Cherryfield Public Schools,1628,All Schools,  ,2021-2022,0
Cherryfield Public Schools,1628,All Schools,  ,2020-2021,0
Cherryfield Public Schools,1628,All Schools,  ,2018-2019,0
Cherryfield Public Schools,1628,All Schools,  ,2017-2018,0
Cherryfield Public Schools,1628,Cherryfield Elementary,755,2023-2024,0
Cherryfield Public Schools,1628,Cherryfield Elementary,755,2022-2023,0
Cherryfield Public Schools,1628,Cherryfield Elementary,755,2021-2022,0
Cherryfield Public Schools,1628,Cherryfield Elementary,755,2020-2021,0
Cherryfield Public Schools,1628,Cherryfield Elementary,755,2018-2019,0
Cherryfield Public Schools,1628,Cherryfield Elementary,755,2017-2018,0
Community Regional Charter School,1510,All Schools,  ,2023-2024,0
Community Regional Charter School,1510,All Schools,  ,2022-2023,0
Community Regional Charter School,1510,All Schools,  ,2021-2022,0
Community Regional Charter School,1510,All Schools,  ,2020-2021,0
Community Regional Charter School,1510,Community Downtown Campus,1828,2020-2021,0
Community Regional Charter School,1510,Community Early Childhood Campus,1829,2020-2021,0
Community Regional Charter School,1510,Community Regional Charter School,1511,2020-2021,0
Community Regional Charter School,1510,Creative Childrens Academy,1829,2023-2024,0
Community Regional Charter School,1510,Creative Childrens Academy,1829,2022-2023,0
Community Regional Charter School,1510,Creative Childrens Academy,1829,2021-2022,0
Community Regional Charter School,1510,Dimensions Academy,1511,2023-2024,0
Community Regional Charter School,1510,Dimensions Academy,1511,2022-2023,0
Community Regional Charter School,1510,Dimensions Academy,1511,2021-2022,0
Community Regional Charter School,1510,Overman Academy,1828,2023-2024,0
Community Regional Charter School,1510,Overman Academy,1828,2022-2023,0
Community Regional Charter School,1510,Overman Academy,1828,2021-2022,0
Cooper Public Schools,137,All Schools,  ,2023-2024,0
Cooper Public Schools,137,All Schools,  ,2022-2023,0
Cooper Public Schools,137,All Schools,  ,2021-2022,0
Cooper Public Schools,137,All Schools,  ,2020-2021,0
Cooper Public Schools,137,All Schools,  ,2018-2019,0
Cooper Public Schools,137,All Schools,  ,2017-2018,0
Coplin Plt Public Schools,138,All Schools,  ,2023-2024,0
Coplin Plt Public Schools,138,All Schools,  ,2022-2023,0
Coplin Plt Public Schools,138,All Schools,  ,2021-2022,0
Coplin Plt Public Schools,138,All Schools,  ,2020-2021,0
Coplin Plt Public Schools,138,All Schools,  ,2019-2020,0
Coplin Plt Public Schools,138,All Schools,  ,2018-2019,0
Coplin Plt Public Schools,138,All Schools,  ,2017-2018,0
Cornville Regional Charter School,1510,All Schools,  ,2018-2019,0
Cornville Regional Charter School,1510,All Schools,  ,2017-2018,0
Cornville Regional Charter School,1510,Cornville Downtown Campus,1828,2018-2019,0
Cornville Regional Charter School,1510,Cornville Downtown Campus,1828,2017-2018,0
Cornville Regional Charter School,1510,Cornville Early Childhood Campus,1829,2018-2019,0
Cornville Regional Charter School,1510,Cornville Regional Charter School,1511,2018-2019,0
Cornville Regional Charter School,1510,Cornville Regional Charter School,1511,2017-2018,0
Cranberry Isles Public Schools,139,All Schools,  ,2023-2024,0
Cranberry Isles Public Schools,139,All Schools,  ,2022-2023,0
Cranberry Isles Public Schools,139,All Schools,  ,2021-2022,0
Cranberry Isles Public Schools,139,All Schools,  ,2020-2021,0
Cranberry Isles Public Schools,139,All Schools,  ,2018-2019,0
Cranberry Isles Public Schools,139,All Schools,  ,2017-2018,0
Cranberry Isles Public Schools,139,Cranberry Isles School,1758,2023-2024,0
Cranberry Isles Public Schools,139,Cranberry Isles School,1758,2022-2023,0
Cranberry Isles Public Schools,139,Cranberry Isles School,1758,2021-2022,0
Cranberry Isles Public Schools,139,Cranberry Isles School,1758,2020-2021,0
Cranberry Isles Public Schools,139,Cranberry Isles School,1758,2018-2019,0
Cranberry Isles Public Schools,139,Cranberry Isles School,1758,2017-2018,0
Crawford Public Schools,142,All Schools,  ,2023-2024,0
Crawford Public Schools,142,All Schools,  ,2022-2023,0
Crawford Public Schools,142,All Schools,  ,2021-2022,0
Crawford Public Schools,142,All Schools,  ,2020-2021,0
Crawford Public Schools,142,All Schools,  ,2018-2019,0
Crawford Public Schools,142,All Schools,  ,2017-2018,0
Cutler Public Schools,1411,All Schools,  ,2023-2024,0
Cutler Public Schools,1411,All Schools,  ,2022-2023,0
Cutler Public Schools,1411,All Schools,  ,2021-2022,0
Cutler Public Schools,1411,All Schools,  ,2020-2021,0
Cutler Public Schools,1411,All Schools,  ,2018-2019,0
Cutler Public Schools,1411,All Schools,  ,2017-2018,0
Cutler Public Schools,1411,Bay Ridge Elementary,997,2023-2024,0
Cutler Public Schools,1411,Bay Ridge Elementary,997,2022-2023,0
Cutler Public Schools,1411,Bay Ridge Elementary,997,2021-2022,0
Cutler Public Schools,1411,Bay Ridge Elementary,997,2020-2021,0
Cutler Public Schools,1411,Bay Ridge Elementary,997,2018-2019,0
Cutler Public Schools,1411,Bay Ridge Elementary,997,2017-2018,0
Damariscotta Public Schools,144,All Schools,  ,2023-2024,0
Damariscotta Public Schools,144,All Schools,  ,2022-2023,0
Damariscotta Public Schools,144,All Schools,  ,2021-2022,0
Damariscotta Public Schools,144,All Schools,  ,2020-2021,0
Damariscotta Public Schools,144,All Schools,  ,2018-2019,0
Damariscotta Public Schools,144,All Schools,  ,2017-2018,0
Dayton Public Schools,1661,All Schools,  ,2023-2024,0
Dayton Public Schools,1661,All Schools,  ,2022-2023,1
Dayton Public Schools,1661,All Schools,  ,2021-2022,0
Dayton Public Schools,1661,All Schools,  ,2020-2021,0
Dayton Public Schools,1661,All Schools,  ,2018-2019,0
Dayton Public Schools,1661,All Schools,  ,2017-2018,0
Dayton Public Schools,1661,Dayton Consolidated School,146,2023-2024,0
Dayton Public Schools,1661,Dayton Consolidated School,146,2022-2023,0
Dayton Public Schools,1661,Dayton Consolidated School,146,2021-2022,0
